"CountryName","CountryCode","Date","ConfirmedCases","ConfirmedDeaths","StringencyIndex","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","E1_Income.support","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines"
"Austria","AUT",2020-03-24,4486,25,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,1,0,0
"Austria","AUT",2020-03-25,5282,30,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,1,0,0
"Austria","AUT",2020-03-26,5888,34,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,1,0,0
"Austria","AUT",2020-03-27,7029,52,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,1,0,0
"Austria","AUT",2020-03-28,7697,68,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,1,0,0
"Austria","AUT",2020-03-29,8291,68,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,1,0,0
"Austria","AUT",2020-03-30,8813,86,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-03-31,9618,108,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-01,10182,128,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-02,10711,146,85.19,3,3,2,4,1,2,2,3,2,2,11932889,0,2,2,2,0,0
"Austria","AUT",2020-04-03,11129,158,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-04,11525,168,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-05,11766,186,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-06,11983,204,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-07,12297,220,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-08,12640,243,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-09,12969,273,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-10,13248,295,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
"Austria","AUT",2020-04-11,13560,319,85.19,3,3,2,4,1,2,2,3,2,2,0,0,2,2,2,0,0
