"CountryName","CountryCode","Date","ConfirmedCases","ConfirmedDeaths","StringencyIndex","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","E1_Income.support","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines"
"Czech Republic","CZE",2020-04-09,5312,99,74.07,3,3,2,4,0,2,0,4,2,2,0,1012736.86,2,2,2,0,0
"Czech Republic","CZE",2020-04-10,5569,112,74.07,3,3,2,4,0,2,0,4,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-11,5732,119,74.07,3,3,2,4,0,2,0,4,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-12,5902,129,74.07,3,3,2,4,0,2,0,4,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-13,5991,138,74.07,3,3,2,4,0,2,0,4,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-14,6059,143,71.3,3,3,2,4,0,2,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-15,6141,161,71.3,3,3,2,4,0,2,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-16,6303,166,71.3,3,3,2,4,0,2,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-17,6433,169,71.3,3,3,2,4,0,2,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-18,6549,173,71.3,3,3,2,4,0,2,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-19,6654,181,71.3,3,3,2,4,0,2,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-20,6787,188,63.89,2,2,2,4,0,2,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-21,6914,196,60.19,2,2,2,4,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-22,7041,201,60.19,2,2,2,4,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-23,7136,210,60.19,2,2,2,4,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-24,7188,213,60.19,2,2,2,4,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-25,7273,215,60.19,2,2,2,4,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-26,7352,218,60.19,2,2,2,4,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-27,7404,221,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-28,7449,223,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-29,7504,227,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-04-30,7579,227,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-01,7682,236,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-02,7737,240,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-03,7755,245,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-04,7781,248,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-05,7819,252,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-06,7896,257,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-07,7974,262,57.41,2,2,2,3,0,1,0,3,2,2,251114662,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-08,8031,270,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-09,8077,273,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-10,8095,276,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-11,8123,280,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-12,8176,282,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-13,8221,283,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-14,8269,290,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-15,8351,293,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-16,8406,295,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-17,8455,296,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-18,8475,297,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-19,8586,297,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-20,8647,302,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-21,8721,304,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-22,8754,306,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-23,8813,312,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-24,8890,314,57.41,2,2,2,3,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-25,8957,315,45.37,2,1,1,2,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-26,9004,317,45.37,2,1,1,2,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-27,9050,317,45.37,2,1,1,2,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-28,9086,317,45.37,2,1,1,2,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-29,9140,319,45.37,2,1,1,2,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-30,9196,319,45.37,2,1,1,2,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-05-31,9230,319,45.37,2,1,1,2,0,1,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-01,9273,320,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-02,9302,321,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-03,9364,323,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-04,9438,324,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-05,9494,326,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-06,9529,327,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-07,9567,327,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-08,9628,327,41.67,2,1,1,2,0,0,0,3,2,2,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-09,9697,328,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-10,9751,328,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-11,9824,328,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-12,9886,329,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-13,9938,329,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-14,9991,329,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-15,10024,329,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-16,10064,330,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-17,10111,331,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-18,10162,333,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-19,10230,334,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-20,10406,335,41.67,2,1,1,2,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-21,10448,336,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-22,10498,336,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-23,10561,336,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-24,10650,339,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-25,10777,343,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-26,10870,345,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-27,11038,345,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-28,11298,347,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-29,11603,348,35.19,1,1,1,1,0,0,0,3,2,1,0,0,2,2,2,0,0
"Czech Republic","CZE",2020-06-30,11805,348,37.5,1,1,1,2,0,0,1,3,2,1,0,0,2,2,2,0,0
"Germany","DEU",2020-02-01,7,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-02,8,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-03,9,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-04,11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-05,11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-06,11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,8010337
"Germany","DEU",2020-02-07,12,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-08,13,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-09,13,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-10,13,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-11,13,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Germany","DEU",2020-02-12,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-13,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-14,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-15,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-16,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-17,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-18,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-19,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-20,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-21,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-22,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-23,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-24,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-25,15,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-26,17,0,16.67,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-27,21,0,16.67,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-28,47,0,19.44,2,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-02-29,57,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-01,111,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-02,129,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-03,157,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-04,196,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-05,262,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-06,400,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-07,684,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-08,847,0,25,2,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-09,902,0,28.7,2,0,1,0,0,1,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-10,1139,2,32.87,2,0,2,1,0,1,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-11,1296,2,32.87,2,0,2,1,0,1,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-12,1567,3,32.87,2,0,2,1,0,1,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-13,2369,5,32.87,2,0,2,1,0,1,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-14,3062,5,32.87,2,0,2,1,0,1,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-15,3795,8,32.87,2,0,2,1,0,1,0,1,0,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-16,4838,12,42.13,3,0,2,1,0,1,0,3,2,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-17,6012,13,42.13,3,0,2,1,0,1,0,3,2,0,0,0,2,1,2,0,0
"Germany","DEU",2020-03-18,7156,13,52.31,3,0,2,1,0,1,1,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-19,8198,13,55.09,3,0,2,1,0,1,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-20,14138,43,57.87,3,0,2,1,0,1,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-21,18187,45,68.06,3,0,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-22,21463,67,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-23,24774,94,76.85,3,2,2,4,0,2,2,4,2,0,68442949672.71,0,2,1,1,62997723800,156510825
"Germany","DEU",2020-03-24,29212,126,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-25,31554,149,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-26,36508,198,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-27,42288,253,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,3.1e+09,0
"Germany","DEU",2020-03-28,48582,325,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-29,52547,389,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-30,57298,455,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-03-31,61913,583,76.85,3,2,2,4,0,2,2,4,2,0,0,0,2,1,1,0,0
"Germany","DEU",2020-04-01,67366,732,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-02,73522,872,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-03,79696,1017,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-04,85778,1158,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-05,91714,1342,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-06,95391,1434,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-07,99225,1607,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-08,103228,1861,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-09,108202,2107,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-10,113525,2373,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-11,117658,2544,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-12,120479,2673,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-13,123016,2799,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-14,125098,2969,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-15,127584,3254,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-16,130450,3569,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-17,133830,3868,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-18,137439,4110,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-19,139897,4294,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-20,141672,4404,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-21,143457,4598,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-22,145694,4879,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-23,148046,5094,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-24,150383,5321,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-25,152438,5500,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-26,154175,5640,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-27,155193,5750,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-28,156337,5913,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,1,1,0,0
"Germany","DEU",2020-04-29,157641,6115,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,3,1,54269511,0
"Germany","DEU",2020-04-30,159119,6288,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-01,160758,6481,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-02,161703,6575,76.85,3,2,2,4,0,2,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-03,162496,6649,75.46,3,2,2,4,0,2,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-04,163175,6692,71.76,2,2,2,4,0,2,2,4,2,1,0,2.023e+09,2,3,1,0,5.45e+08
"Germany","DEU",2020-05-05,163860,6831,71.76,2,2,2,4,0,2,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-06,164897,6996,66.2,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-07,166091,7119,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-08,167300,7266,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-09,168551,7369,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-10,169218,7395,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,NA
"Germany","DEU",2020-05-11,169575,7417,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,8.12e+08
"Germany","DEU",2020-05-12,170508,7533,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-13,171306,7634,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-14,172239,7723,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-15,173152,7824,64.35,2,2,2,4,0,0,2,4,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-16,173772,7881,61.57,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-17,174355,7914,61.57,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-18,174697,7935,61.57,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-19,175210,8007,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-20,176007,8090,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-21,176752,8147,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-22,177212,8174,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-23,177850,8216,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-24,178281,8247,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-25,178570,8257,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-26,179002,8302,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-27,179364,8349,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-28,179717,8411,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-29,180458,8450,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-30,181196,8489,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-05-31,181482,8500,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-01,181815,8511,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-02,182028,8522,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-03,182370,8551,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-04,182764,8581,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-05,183271,8613,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-06,183678,8646,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-07,183979,8668,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-08,184193,8674,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-09,184543,8711,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-10,184861,8729,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-11,185416,8755,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-12,185674,8763,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-13,186022,8781,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-14,186269,8787,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,1,0,0
"Germany","DEU",2020-06-15,186461,8791,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0,0
"Germany","DEU",2020-06-16,186839,8800,59.72,2,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0.01,0
"Germany","DEU",2020-06-17,187184,8830,59.72,2,2,2,4,0,0,2,3,2,1,2.8e+10,1.74e+09,2,3,2,0,3.4e+08
"Germany","DEU",2020-06-18,187764,8856,63.43,3,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0,0
"Germany","DEU",2020-06-19,188534,8872,63.43,3,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0,0
"Germany","DEU",2020-06-20,189135,8882,63.43,3,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0,0
"Germany","DEU",2020-06-21,189822,8882,63.43,3,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0,0
"Germany","DEU",2020-06-22,190359,8885,63.43,3,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0,0
"Germany","DEU",2020-06-23,190862,8895,63.43,3,2,2,4,0,0,2,3,2,1,0,0,2,3,2,0,0
